StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q7,1_Q2,2_Q2,3_Q2,4_Q2,5_Q2,6_Q2,7_Q2,8_Q2,9_Q2,10_Q2,11_Q2,12_Q2,13_Q2,14_Q2,15_Q2,16_Q2,17_Q2,18_Q2,19_Q2,20_Q2,21_Q2,22_Q2,23_Q2,24_Q2,25_Q2,26_Q2,27_Q2,28_Q2,29_Q2,30_Q2,31_Q2,32_Q2,33_Q2,34_Q2,35_Q2,36_Q2,37_Q2,38_Q2,39_Q2,40_Q2,41_Q2,42_Q2,43_Q2,44_Q2,45_Q2,46_Q2,47_Q2,48_Q2,49_Q2,50_Q2,Q13,Q11,Q13,Q15,WBLID,Session,Payment,Bonus,Retake,Complete
2021-02-10 10:33:24,2021-02-10 10:40:32,IP Address,100,427,True,2021-02-10 10:40:32,R_2E6GT8tvMpWnOKI,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},,,,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},,,,Brand #2: ${lm://Field/13},,,Brand #2: ${lm://Field/13},,,,,Brand #2: ${lm://Field/13},,,,,,,,,,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",25-34,51372,120130,5 Amazon Gift Card,0,False,2021-02-10T10:40:32-05:00
2021-02-10 10:38:43,2021-02-10 10:41:05,IP Address,100,141,True,2021-02-10 10:41:05,R_3r0Og9WvdAsnUuu,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,,,,Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,,,,,,,,,,,,,,,,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",25-34,34200,120130,5 Amazon Gift Card,0,False,2021-02-10T10:41:04-05:00
2021-02-10 10:33:15,2021-02-10 10:41:34,IP Address,100,499,True,2021-02-10 10:41:34,R_2DXHeqrY3srTlnx,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,,,,,,,,,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,,,,,,,Brand #2: ${lm://Field/13},,,,,,,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,,,"I was familiar with some of the brands, but not most of the brands",United States,1-4 years,18-24,51651,120130,5 Amazon Gift Card,0,False,2021-02-10T10:41:34-05:00
2021-02-10 10:31:09,2021-02-10 10:42:03,IP Address,100,654,True,2021-02-10 10:42:03,R_z8c0FJnEZIH5a49,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,,,,,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,,,,,,Brand #1: ${lm://Field/7},,,,,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,,,,,,,Brand #2: ${lm://Field/13},,,,,,,,,"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,65017,120130,5 Amazon Gift Card,0,False,2021-02-10T10:42:03-05:00
2021-02-10 10:38:58,2021-02-10 10:44:19,IP Address,100,320,True,2021-02-10 10:44:19,R_24cN9jcsAsrB6BF,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},,,,,,Brand #2: ${lm://Field/13},,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,,,"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,63063,120130,5 Amazon Gift Card,0,False,2021-02-10T10:44:18-05:00
2021-02-10 10:36:42,2021-02-10 10:44:53,IP Address,100,490,True,2021-02-10 10:44:54,R_1FR662AYrzuU5SY,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",Brand #1: ${lm://Field/7},,,,,,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,,,Brand #2: ${lm://Field/13},,,,,,Brand #1: ${lm://Field/7},,,,,,,,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,,,,Brand #2: ${lm://Field/13},,"I was familiar with most of the brands, but not all of the brands",Something else,Less than 1 year,18-24,60110,120130,5 Amazon Gift Card,0,False,2021-02-10T10:44:53-05:00
2021-02-10 10:42:04,2021-02-10 10:45:18,IP Address,100,194,True,2021-02-10 10:45:18,R_2vZGeGDnn3y5CVP,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,Brand #2: ${lm://Field/13},,,,,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,,,,,,,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,,,,Brand #2: ${lm://Field/13},,,,,,,,,,Brand #2: ${lm://Field/13},"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,49563,120130,5 Amazon Gift Card,0,False,2021-02-10T10:45:18-05:00
2021-02-10 10:39:43,2021-02-10 10:47:13,IP Address,100,450,True,2021-02-10 10:47:14,R_2YzIq6df0sKlYlH,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",Brand #2: ${lm://Field/13},,,Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,,,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,,,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,,,,Brand #2: ${lm://Field/13},,,,,Brand #1: ${lm://Field/7},,,,,,Brand #2: ${lm://Field/13},,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,51763,120130,5 Amazon Gift Card,0,False,2021-02-10T10:47:13-05:00
2021-02-10 10:40:16,2021-02-10 10:47:18,IP Address,100,422,True,2021-02-10 10:47:18,R_1Y3XHNUBDUlbrUZ,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,Brand #2: ${lm://Field/13},,,,,,,,Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,,,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,,,,,,,,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,51822,120130,5 Amazon Gift Card,0,False,2021-02-10T10:47:18-05:00
2021-02-10 10:35:19,2021-02-10 10:47:41,IP Address,100,741,True,2021-02-10 10:47:41,R_9sLZZ0MGpJyzlqF,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,,,,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,,,Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},,,,,,,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,,,,Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},,,,"I was familiar with some of the brands, but not most of the brands",Something else,1-4 years,18-24,55943,120130,5 Amazon Gift Card,0,False,2021-02-10T10:47:41-05:00
2021-02-10 10:42:52,2021-02-10 10:50:13,IP Address,100,441,True,2021-02-10 10:50:14,R_1PZvlIQDUbfYOtg,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,Brand #1: ${lm://Field/7},,,,,,,,,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,,,,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,,,,,,,,,Brand #2: ${lm://Field/13},,,,,"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,52064,120130,5 Amazon Gift Card,0,False,2021-02-10T10:50:13-05:00
2021-02-10 10:46:34,2021-02-10 10:51:35,IP Address,100,301,True,2021-02-10 10:51:36,R_339d0YktdSQ6I4b,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,,,,,,,,,,,,Brand #1: ${lm://Field/7},,,,,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,49330,120130,5 Amazon Gift Card,0,False,2021-02-10T10:51:35-05:00
2021-02-10 10:07:20,2021-02-10 10:52:16,IP Address,100,2696,True,2021-02-10 10:52:16,R_3DoTQ0OupzTG2rW,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,,,,Brand #1: ${lm://Field/7},,,,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,,,,,,Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},,,,,,"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,58551,120130,5 Amazon Gift Card,0,False,2021-02-10T10:52:16-05:00
2021-02-10 10:59:28,2021-02-10 11:04:46,IP Address,100,318,True,2021-02-10 11:04:47,R_1q21yZBlDsYHIBe,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,,,,,,,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,,,,,,,,,,,,,,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,,,,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,48688,120130,5 Amazon Gift Card,0,False,2021-02-10T11:04:46-05:00
2021-02-10 10:57:04,2021-02-10 11:07:23,IP Address,100,618,True,2021-02-10 11:07:23,R_2RQCY2eARib7l8g,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,,,,Brand #2: ${lm://Field/13},,,,,,,,,Brand #1: ${lm://Field/7},,,,,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,63479,120130,5 Amazon Gift Card,0,False,2021-02-10T11:07:23-05:00
2021-02-10 11:03:24,2021-02-10 11:10:09,IP Address,100,405,True,2021-02-10 11:10:09,R_1me0oqrOPveEo5F,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,Brand #1: ${lm://Field/7},,,,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,,,Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,,,,,,,,,,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,,,,,,,Brand #2: ${lm://Field/13},,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,58529,120130,5 Amazon Gift Card,0,False,2021-02-10T11:10:09-05:00
2021-02-10 11:02:54,2021-02-10 11:14:33,IP Address,100,699,True,2021-02-10 11:14:33,R_2AMun7AquN8Ht4y,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,,,,,,,,,Brand #1: ${lm://Field/7},,,,Brand #2: ${lm://Field/13},,,Brand #2: ${lm://Field/13},,,Brand #2: ${lm://Field/13},,,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,,Brand #2: ${lm://Field/13},,"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,61884,120130,5 Amazon Gift Card,0,False,2021-02-10T11:14:33-05:00
2021-02-10 11:11:38,2021-02-10 11:14:59,IP Address,100,201,True,2021-02-10 11:14:59,R_1gcpq0zktqIp0mc,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,,,,,,,,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,,,,,,,,,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,,,Brand #2: ${lm://Field/13},,,,Brand #1: ${lm://Field/7},,,,,,,"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,52429,120130,5 Amazon Gift Card,0,False,2021-02-10T11:14:59-05:00
2021-02-10 11:09:02,2021-02-10 11:16:45,IP Address,100,462,True,2021-02-10 11:16:45,R_2pRhZeJbtXoyUXI,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,,,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,,,,,,,Brand #1: ${lm://Field/7},,,,,,,,,,,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,49525,120130,5 Amazon Gift Card,0,False,2021-02-10T11:16:45-05:00
2021-02-10 10:52:22,2021-02-10 11:02:41,IP Address,100,618,True,2021-02-10 11:17:43,R_2Pj84EoAss8Sj3a,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",Brand #1: ${lm://Field/7},,,,,,Brand #2: ${lm://Field/13},,,,,,,,Brand #2: ${lm://Field/13},,,,,,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,Brand #2: ${lm://Field/13},,,,,Brand #1: ${lm://Field/7},,,,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},,,,Brand #2: ${lm://Field/13},,,,,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,65043,120130,5 Amazon Gift Card,0,False,2021-02-10T11:02:41-05:00
2021-02-10 10:55:58,2021-02-10 11:02:43,IP Address,100,404,True,2021-02-10 11:17:44,R_1NaBY7qUsBRvLzM,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,,,,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},,,,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,,Brand #1: ${lm://Field/7},,,,,,,,,,,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,,,,,,"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,51122,120130,5 Amazon Gift Card,0,False,2021-02-10T11:02:43-05:00
2021-02-10 11:15:54,2021-02-10 11:19:01,IP Address,100,187,True,2021-02-10 11:19:02,R_1ing2IjsZFUxI5k,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",Brand #2: ${lm://Field/13},,,Brand #2: ${lm://Field/13},,,,Brand #2: ${lm://Field/13},,,,,,,,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,,,Brand #2: ${lm://Field/13},,,,Brand #2: ${lm://Field/13},,,Brand #2: ${lm://Field/13},,,Brand #2: ${lm://Field/13},,,,,,,Brand #1: ${lm://Field/7},,,,,Brand #1: ${lm://Field/7},,,,,,,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,51559,120130,5 Amazon Gift Card,0,False,2021-02-10T11:19:01-05:00
2021-02-10 10:47:51,2021-02-10 11:04:08,IP Address,100,976,True,2021-02-10 11:19:09,R_stBGxZYYn9oaX73,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,,,Brand #2: ${lm://Field/13},,,,,,,Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},,,,,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,,Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},Brand #2: ${lm://Field/13},,,Brand #2: ${lm://Field/13},,,,Brand #2: ${lm://Field/13},,,,,,,,,"I was familiar with most of the brands, but not all of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,64953,120130,5 Amazon Gift Card,0,False,2021-02-10T11:04:08-05:00
2021-02-10 11:16:52,2021-02-10 11:20:32,IP Address,100,219,True,2021-02-10 11:20:32,R_2SlaomXDB5UHivk,email,EN,"By clicking here, I certify that I have read the above, that I am over the age of 18, and that I consent to my data being used for this study.",,,Brand #1: ${lm://Field/7},Brand #2: ${lm://Field/13},,,,,,,,,,,,,,Brand #1: ${lm://Field/7},,,Brand #1: ${lm://Field/7},,Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},Brand #1: ${lm://Field/7},,Brand #2: ${lm://Field/13},Brand #1: ${lm://Field/7},,,Brand #2: ${lm://Field/13},,,,,,,Brand #2: ${lm://Field/13},,Brand #2: ${lm://Field/13},,,,,,,,,,,"I was familiar with some of the brands, but not most of the brands",United States,"All or most of my life (e.g., born in the US, or moved to the US as a child)",18-24,64991,120130,5 Amazon Gift Card,0,False,2021-02-10T11:20:32-05:00
